,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
185,162638,BevMo!,"10984 W. Santa Monica Boulevard, Los Angeles, CA 90025",3.2,Open 24/7,Parking: Free,,"Shopping, Grocery, EV Parking, Restrooms, Dining",Greenlots ID: 12919,11,7 kW,1,J-1772
186,162639,37th St Parking/Charging (Coming Soon),"312 W 37th St, Los Angeles, CA 90007, USA",,,Parking: Free,+1 855-900-7584,"EV Parking, Restrooms","Curbside charging, eastbound.",1,7 kW,1,J-1772
187,163,Toyota Of Hollywood,"6000 Hollywood Blvd, Hollywood California 90028",10,Mon. - Fri.: 9 a.m. - 9 p.m.; Sat.: 9 a.m. – 8 p.m.; Sun.: 10 a.m. - 7 p.m.,Parking: Free,+1 323-984-9027,"WiFi, Shopping, Restrooms, Dining, EV Parking",New mgmt. Toyota customers only!! Others will be towed now!!Chargers not accessible after hours. They are behind a locked gate.,34,,1,J-1772
188,163994,Power Pole ,"1753 Truman St, San Fernando, CA 91340, USA",6.4,Open 24/7,,+1 213-367-5228,,"The charger holder was broken but the unit still functions. Remove the cap and place the cap on top of the charger unit so that it doesn't get lost. Plug the charger to your vehicle and it should start charging automatically, it usually takes about 5 seconds. When you're done charging put the cap back on and hang it on top of the charger unit.
",8,,1,J-1772
189,16412,DoubleTree by Hilton,"6161 W Centinela Ave, Culver City, CA 90230",10,,Parking: Free,+1 310-649-1776,"WiFi, Shopping, EV Parking, Restrooms, Dining, Lodging",CS-40 - ClipperCreek updated J1772 compliant equipment. Two charging stations. Hotel charges for parking.,23,,2,J-1772
190,164204,Mid Valley Intergenerational Multipurpose Center,"9540 Van Nuys Blvd, Panorama City, CA 91402, USA",,Open 24/7,Parking: Free,,"Restrooms, Dining, Shopping, EV Parking",This charger does not work,2,,1,J-1772
191,164205,Power Pole ,"11011 Fruitland Dr, Studio City, CA 91604, USA",8.2,Open 24/7,Parking: Free,+1 213-367-5228,"Restrooms, Dining, EV Parking, Shopping","Report parking violations to LADOT @ 818-374-4823.
",68,,1,J-1772
192,164236,Victory Blvd Parking/Charging,"19231 Victory Blvd, Reseda, CA 91335, United States",8.2,"Not available during 8 a.m. to 10 a.m. on Wednesday for street sweeping services, and nights if a taco truck parks around here, they will allow you to charge. Station ID is 12936.",Parking: Free,,"Restrooms, EV Parking, Dining, Grocery, Shopping","The Greenlots charger is ready for use and is 8 feet above ground. It is station 12936, and it is in front of the first parking space to the Medical building on the north side of Victory Blvd. When activated, the cord will unroll to a certain length which can be extended by pushing and holding to the black switch.",18,7 kW,1,J-1772
193,164579,El Centro Garage,"6200 Hollywood Blvd, Los Angeles, CA 90028, USA",7.6,,Parking: Pay,,"Park, Lodging, EV Parking, Dining, Shopping, Restrooms","Enter off Argyle, There are 14 Semaconnect chargers. Hard to find but once you drive down the ramp from Argyl Past the gate on the left drive up the ramp to get to the chargers. go up to G1 level.",7,7.2 kW,15,J-1772
194,16473,Hotel Sofitel,"8555 Beverly Bl., Los Angeles, CA, 90048",8,,Parking: Free,+1 310-278-5444,"WiFi, Lodging, EV Parking, Restrooms, Dining, Shopping",CS-40 - ClipperCreek updated J1772 compliant equipment.,7,16 kW,7,"Tesla, J-1772"
195,16493,Cal State University Northridge - Lot B4,"18111 Nordhoff St., Northridge, CA, 91330",10,Open 24/7 - 24/7,Parking: Pay,+1 818-677-2157,EV Parking,"CS-40 - ClipperCreek updated J1772 compliant equipment, located in Lot B4, Prairie St., near Darby Ave. Enter off Prairie Ave. must pay for parking $8/day.",52,,2,J-1772
196,16495,Cal State University Northridge - Lot G9,"Near Zelzah and Kinzie, Northridge, CA 91330",10,Open 24/7 - 24/7,,,,"2 new CS-40 - ClipperCreek updated J1772 compliant equipment, located on Lot G9. Level 2 in south west corner of parking lot.",22,,2,J-1772
197,165086,Petersen Automotive Museum,"6060 Wilshire Blvd, Los Angeles 90036",7.2,10AM - 6PM,Parking: Pay,+1 877-494-3833,"WiFi, Park, EV Parking, Dining, Restrooms, Shopping","2 Tesla CHAdeMO adapters available at station. EVgo Fast chargers located at the southwest corner of ground level. Enter on S Fairfax, immediately turn right after passing the ticket kiosk. Report to the Security Desk and say you are charging and get a one hour grace period. 
",74,50 kW,6,"CCS/SAE, Tesla, CHAdeMO"
198,165164,Power Pole ,"1610 S Bonnie Brae St, Los Angeles, CA 90006, USA",7.6,Open 24/7,Parking: Free,+1 213-367-5228,"Dining, Restrooms, EV Parking, Shopping","The charger is located curbside, northbound.
",14,,1,J-1772
199,165167,Power Pole ,"5401 S Figueroa St, Los Angeles, CA 90037, USA",10,Open 24/7,Parking: Free,+1 213-367-5228,"Dining, EV Parking, Shopping","The charger is located curbside, southbound.
",23,,1,J-1772
200,165173,Slauson Ave Parking/Charging,"662 W Slauson Ave, Los Angeles, CA 90044, USA",7.2,Open 24/7,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping","The charger is located curbside, eastbound.
",13,,1,J-1772
201,165175,Power Pole ,"8965 Sunburst St, Chatsworth, CA 91311, USA",9.3,Open 24/7,Parking: Free,+1 213-367-5228,EV Parking,"Location is located curbside eastbound. No membership required.
",19,,1,J-1772
202,165176,Power Pole ,"8970 Independence Ave, Canoga Park, CA 91304, USA",3.1,Open 24/7 - No Stopping 10pm-5am,Parking: Free,+1 213-367-5228,"Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, northbound on Independence, north of Osborne.
",50,,1,J-1772
203,165177,Power Pole ,"5429 Quakertown Ave, Woodland Hills, CA 91364, USA",4.8,Open 24/7,Parking: Free,+1 213-367-5228,"Restrooms, EV Parking","The charger is located curbside, southbound.
",38,,1,J-1772
204,165178,Power Pole ,"5552 Riverton Ave, North Hollywood, CA 91601, USA",7,Open 24/7,Parking: Free,+1 213-367-5228,"Restrooms, EV Parking","The charger is located curbside, southbound. 
",24,,1,J-1772
205,165179,Power Pole ,"11571 Tuxford St, Sun Valley, CA 91352, USA",6.8,Open 24/7,Parking: Free,+1 213-367-5228,EV Parking,"The charger is located curbside, southwest bound.
",34,,1,J-1772
206,165180,Power Pole ,"20820 Dearborn St, Chatsworth, CA 91311, USA",2.4,Open 24/7,Parking: Free,+1 213-367-5228,"Dining, Restrooms, EV Parking, Park, Shopping","The charger is located curbside, eastbound.
",14,,1,J-1772
207,165181,Power Pole ,"7101 S Avalon Blvd, Los Angeles, CA 90003, USA",4.4,Open 24/7,Parking: Free,+1 213-367-5228,"Dining, Restrooms, EV Parking, Shopping","The charger is located curbside, southbound.
",22,,1,J-1772
208,165896,Manchester Ave Parking/Charging,"5651 W Manchester Ave, Los Angeles, CA 90045, USA",6.2,Open 24/7,Parking: Free,,"Shopping, Park, Dining, Restrooms, EV Parking","The charger is located curbside, westbound.",7,7 kW,1,J-1772
209,165945,S Gardner St Parking/Charging,"321 S Gardner St Los Angeles, CA 90036",7.1,Open 24/7,Parking: Free,,"Park, EV Parking","Public charger mounted on the streetlight against the southbound curb.
",13,7 kW,1,J-1772
210,166133,Five Guys,"8400 Balboa Blvd, Northridge, CA 91329, USA",10,Only open during business hours. After that you would told to leave by the security guard.,Parking: Free,,"Restrooms, Shopping, Dining, EV Parking",Two Volta chargers.,44,,2,J-1772
211,166709,Beverly Center,"Beverly Center, 8500 Beverly Blvd, Los Angeles, CA 90048, United States",10,Mall hours vary.,,,"Shopping, WiFi","Chargers installed throughout parking lot. Generally, make a right at the parking gantry and head to the far end to find them. 
",25,,4,J-1772
212,166711,N La Brea Parking/Charging,"1418 N La Brea Ave, Los Angeles, CA 90028, USA",3.1,"No parking 7:00am-9:00am, 4:00pm-7:00pm (rush hours) M-F",Parking: Free,+1 855-900-7584,"Lodging, Dining, Restrooms, EV Parking, Shopping","Northbound curb-side, single charger.",6,7 kW,1,J-1772
213,167147,Avenue 60 Parking/Charging,"116 S Avenue 60, Los Angeles, California, US, 90042",6.1,,Parking: Free,,"Grocery, Dining, Restrooms, EV Parking, Shopping","12953 The charger is located curb-side, southbound.
",39,7 kW,1,J-1772
214,167150,S Vermont Ave Parking/Charging,"662 S Vermont Ave, Los Angeles, CA 90005, USA",5.2,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping","The charger is located curb-size, northbound.",25,7 kW,1,J-1772
215,167152,S La Cienega Blvd Parking/Charging,"1726 S La Cienega Blvd, Los Angeles, CA 90035, USA",,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping","The charger is located curb-side northbound.
",3,7 kW,1,J-1772
216,167153,Laurel Medical,"3959 Laurel Canyon Blvd, Studio City, CA 91604, USA",5.8,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",Station Id 12931,11,7 kW,1,J-1772
217,167155,Leimert Blvd Parking/Charging,"4259 Leimert Blvd, Los Angeles, California, US, 90008",,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",The charger is located curb-side southbound.,1,7 kW,1,J-1772
218,167157,Kester Ave Parking/Charging,"4533 Kester Ave, Sherman Oaks, CA 91403, USA",2.2,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",The charger is located curb-side northbound.,11,7 kW,1,J-1772
219,167158,Lankershim Blvd Parking/Charging,"4648 Lankershim Blvd, North Hollywood, CA 91602, USA",4.8,,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Park, Shopping",Two-hour parking 8am-6pm except Sunday. Spot isn’t reserved for EVs so it gets ICEd frequently. Meter is $1/hr during the 2 hr parking restriction. The charger is located in front of Comfort Dental Center right before the driveway,12,7 kW,1,J-1772
220,167159,Laurel Canyon Blvd Parking/Charging,"5324 Laurel Canyon Blvd, Valley Village, CA 91607, USA",2.5,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Shopping",Station ID: 12932,11,7 kW,1,J-1772
221,167160,Encinitas Ave Parking/Charging,"12860 Encinitas Ave, Sylmar, CA 91342, USA",7.3,,Parking: Free,,"Dining, Restrooms, EV Parking, WiFi, Shopping","The charger is located curbside, westbound.
",8,7 kW,1,J-1772
222,167162,Foothill Blvd Parking/Charging,"6545 Foothill Blvd, Tujunga, CA 91042, USA",10,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Park, Shopping",,11,7 kW,1,J-1772
223,167164,Van Nuys Blvd Parking/Charging,"13631 Van Nuys Blvd, Los Angeles, California, US, 91331",,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping","The charger is located curbside, northbound.",0,7 kW,1,J-1772
224,167165,Langdon Ave Parking/Charging,"10331 Langdon Ave, Los Angeles, California, US, 91345",4.8,,Parking: Free,,"Park, Dining, Restrooms, EV Parking, Grocery, Shopping",Right in front of Starbucks,8,7 kW,1,J-1772
225,167166,Nordhoff St Parking/Charging,"14510 Nordhoff St, Los Angeles, California, US, 91402",6.7,6am - 9pm,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, WiFi, Shopping","The charger is located curbside, eastbound.",8,7 kW,1,J-1772
226,167168,Sunset Blvd Parking/Charging,"7677 Sunset Blvd, Los Angeles, CA 90046, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Park, Dining, Restrooms, EV Parking, Shopping, Grocery","The charger is located curbside, westbound.",4,7 kW,1,J-1772
227,167169,Sunset Blvd Parking/Charging,"6616 Sunset Blvd, Los Angeles, CA 90028, USA",4.1,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Park, Shopping","The charger is located curbside, eastbound.",19,7 kW,1,J-1772
228,167170,S Central Ave Parking/Charging,"10950 S Central Ave, Los Angeles, CA 90059, USA",4.9,,Parking: Free,,"Restrooms, Dining, EV Parking, Shopping","The charger is located curbside, northbound.",4,7 kW,1,J-1772
229,167171,Pico Blvd Parking/Charging,"4519 Pico Blvd, Los Angeles, California, US, 90064",7.4,Open 24/7,Parking: Pay,+1 855-900-7584,"EV Parking, Dining, Restrooms, Park, WiFi, Shopping","The charger is located curbside, westbound. Greenlots charger is facing the street and it’s really high up on a tree - it automatically comes down once you start charge.",8,7 kW,1,J-1772
230,167173,Foothill Blvd Parking/Charging,"8155 Foothill Blvd, Sunland-Tujunga, CA 91040, USA",2.9,,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Shopping","The charger is located curbside, westbound.",7,7 kW,1,J-1772
231,167174,Pico Blvd Parking/Charging,"10875 Pico Blvd, Los Angeles, CA 90064, USA",4.1,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, EV Parking, Park, Grocery, Shopping","The charger is located curbside, westbound. $2/hr",5,7 kW,1,J-1772
232,167777,818 Hotel,"20157 Ventura Blvd, Woodland Hills, CA 91364",,,Parking: Free,+1 855-900-7584,"Shopping, EV Parking, Restrooms, Dining, Lodging","101 exit 25.
",2,7 kW,1,J-1772
233,167808,West 27th Street Parking/Charging,"530 W 27th St, Los Angeles, CA 90007, USA",,Open 24/7,Parking: Free,,"Park, Shopping, Restrooms, EV Parking, Dining",,3,,1,J-1772
234,16800,Walgreens,"24930 S Western Ave, Harbor City, CA 90710, USA",6.2,,Parking: Free,+1 888-758-4389,"Restrooms, EV Parking, Shopping, Dining",Behind walgreens,14,,1,J-1772
235,168276,The Jeremy Hotel,"8490 W Sunset Blvd, West Hollywood, CA 90069, United States",,,Parking: Free,,"EV Parking, Shopping, Valet Parking, Restrooms, Dining, Lodging",,1,,4,J-1772
236,168713,Kimpton Hotel Wilshire,"6317 Wilshire Blvd., Los Angeles, CA 90048",,Open 24/7,,,"WiFi, Valet Parking, EV Parking, Restrooms, Dining, Lodging",,3,,2,J-1772
237,168741,Palisades Village,"15245 Sunset Blvd, Pacific Palisades, CA 90272, USA",10,10 AM - 8 PM,Parking: Free,,"Restrooms, Dining, Grocery, Shopping, WiFi, Park, Valet Parking, EV Parking",Chargers in Underground Garage. Level P1.,9,,1,J-1772
238,168832,Kimpton Everly Hotel,"1800 Argyle Ave, Los Angeles, CA 90028",,Open 24/7,Parking: Free,,"Shopping, WiFi, Restrooms, Valet Parking, EV Parking, Dining, Lodging",Free Charging at Boutique Hotel/Bar/Restaurant with Valet,1,,9,J-1772
239,16956,Renaissance Hotel,"9620 Airport Blvd., Los Angeles, CA, 90045",2.4,,Parking: Free,+1 310-337-2800,"Shopping, Dining, Restrooms, EV Parking, Lodging","Two charging stations are located in the parking garage on the lowest level. The entrance to the garage is on W. 96th. Enter and go straight (not left as the cones instruct), charging stations are straight ahead almost at the end on the right. Reconnect CA charging station location update 6/22/12.",26,,1,J-1772
240,170456,Power Pole ,"118 W Denni St, Wilmington, CA 90744, USA",6.1,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",21,,1,J-1772
241,170457,Power Pole ,"15336 Chatsworth St, Mission Hills, CA 91345, USA",10,Open 24/7,,+1 213-367-5228,,"This station is strapped to the first wooden electric pole you’ll see as your passing the 7-11 store on the chatsworth side. Easy to use, no apps and or key fobs to start it up. Just plug in and wait for the charging unit to initiate start up. 
",34,,1,J-1772
242,170459,Power Pole ,"4812 Sunnyslope Ave, Sherman Oaks, CA 91423, USA",3,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",28,,1,J-1772
243,170461,Power Pole ,"20919 Parthenia St, Canoga Park, CA 91304, USA",7,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",23,,1,J-1772
244,170462,Power Pole ,"11722 Saticoy St, North Hollywood, CA 91605, USA",1,Open 24/7 - designated 0800-1800,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",19,,1,J-1772
245,170463,Power Pole ,"846 W 149th St, Gardena, CA 90247, USA",6.2,Open 24/7,Parking: Free,+1 213-367-5228,EV Parking,On an electric pole in front of the recreation center. Power Pole ,43,,1,J-1772
246,170464,Power Pole ,"1306 N Wilmington Blvd, Wilmington, CA 90744, USA",10,Open 24/7,,+1 213-367-5228,,"No card needed, Just plug in! Free charging!
",23,,1,J-1772
247,170465,Power Pole ,"1122 S Palos Verdes St, San Pedro, CA 90731, USA",2.1,Open 24/7,,+1 213-367-5228,,"Charging is free. Charging station is located on an electric power pole, on the east side of a public Street.
",9,,1,J-1772
248,170466,Power Pole ,"2226 S Pacific Ave, San Pedro, CA 90731, USA",6.3,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",12,,1,J-1772
249,170467,Power Pole ,"4034 S Pacific Ave, San Pedro, CA 90731, USA",8.2,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",33,,1,J-1772
250,170468,Power Pole ,"10952 Kling St, North Hollywood, CA 91602, USA",1,Open 24/7,Parking: Free,+1 213-367-5228,"Shopping, Dining, Restrooms, EV Parking","Report parking violations to LADOT @ 818-374-4823.
",16,,1,J-1772
251,170469,Power Pole ,"14740 Strathern St, Panorama City, CA 91402, USA",5,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",7,,1,J-1772
252,170470,Power Pole ,"6500 S Western Ave, Los Angeles, CA 90047, USA",1.6,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",8,,1,J-1772
253,170471,Power Pole ,"15115 Califa St, Van Nuys, CA 91411, USA",10,Open 24/7,Parking: Free,+1 213-367-5228,"EV Parking, Shopping, Restrooms","Plug is attached to a power line next to the road.
",107,,1,J-1772
254,170472,Power Pole ,"6934 Milwood Ave, Canoga Park, CA 91303, USA",7.6,Open 24/7,,+1 213-367-5228,,"Report parking violations to LADOT @ 818-374-4823.
",14,,1,J-1772
255,170473,Power Pole ,"9801 Variel Ave, Chatsworth, CA 91311, USA",2.8,Open 24/7,Parking: Free,+1 213-367-5228,"Restrooms, EV Parking","Free level 2 charging! Map pin is accurate.
",34,,1,J-1772
256,170497,Honda Keyes Van Nuys,"5355 Van Nuys Blvd, Van Nuys, CA 91401",,8:30 am- 9 pm,Parking: Free,,"EV Parking, Shopping, Restrooms, WiFi",Only Honda,1,,2,J-1772
257,170825,Intercontinental Los Angeles Downtown,"900 Wilshire Blvd, Los Angeles, CA 90017",5.2,Open 24/7,Parking: Pay,,"Valet Parking, Shopping, Lodging, EV Parking, Dining, Restrooms","On level P4, only accessible via valet parking. 10 stations.",5,,10,J-1772
258,171280,WCT,"21625 Oxnard St, Woodland Hills, CA 91367, United States",,,Parking: Pay,,EV Parking,,0,6.6 kW,4,J-1772
259,172122,Alpine Recreation Center,"611 Alpine St, Los Angeles, CA 90012, United States",3.9,Open 24/7 - Designated EV parking. Four hour time limit between the hours of 8am-6pm.,,+1 213-367-5228,"WiFi, Shopping, Grocery, EV Parking, Dining, Park, Restrooms","North side of Alpine St, between Yale and Cleveland.
",28,,1,J-1772
260,172668,West Hills Hospital & Medical Center,"7300 Medical Center Dr, West Hills, CA 91307, United States",6.4,Open 24/7,Parking: Free,,"WiFi, Shopping, Dining, EV Parking, Restrooms",Behind MRI center near emergency room.,7,,2,J-1772
261,173131,City of San Fernando City Hall Building,"117 N Macneil St, San Fernando, CA 91340",9,,Parking: Free,,"Shopping, Park, EV Parking, Restrooms, Dining","The charging unit can be found behind the City hall building, the entrance is on 1st Street. The one dual charge-point charger is ready for use. The two EV only parking spots can be used by the public. There’s a 2 hour parking limit from 7am to 6pm, except on Sundays. Enjoy the Restaurants, Library, banks, ride the cities trolley and visit the businesses in the area while your vehicle is charging.",8,,1,J-1772
262,17332,Ralphs,"4311 Lincoln Blvd, Marina Del Rey, CA, 90292",2.2,,Parking: Free,+1 310-574-0909,"Dining, Restrooms, EV Parking, Shopping, Grocery, Park","Blink network. Enter the parking lot via Marina Pointe Dr., from Lincoln. Chargers are near the front/center of the store, under the big Ralphs sign.",110,,2,J-1772
263,173577,Western Ave Parking/Charging,"5700 S Western Ave, Los Angeles, CA 90062, USA",,,Parking: Free,,"Dining, Restrooms, EV Parking, Grocery, Shopping","The charger is located curbside, northbound.",2,7 kW,1,J-1772
264,174426,John Hancock,"865 S Figueroa St, Los Angeles, CA 90017, United States",7.4,Open 24/7,Parking: Pay,,"Restrooms, Grocery, Shopping, Park, Valet Parking, EV Parking, Dining, Lodging","ChargePoint chargers located in the parking garage for the 865 tower. Enter at 890 Francisco St. Six chargers on the lower level P2. 2 additional restricted chargers in Valet.
",5,,4,J-1772
265,175533,Pizza Press,"8440 Balboa Blvd, Los Angeles, CA 91325, USA",1,Open 24/7,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining","Two SemaConnect chargers in front of Press Pizza. No SemaConnect app/rfid required. 
",12,,1,J-1772
266,175678,Sherman Way Parking/Charging,"18711 Sherman Way, Reseda, CA 91335, USA",7,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, EV Parking, Restrooms, Dining",Station ID: 12943,23,7 kW,1,J-1772
267,17740,9200 Sunset,"9200 W. Sunset Blvd., West Hollywood, CA 90069",10,Garage business hours,,,,PARKING: $2.60/15 minutes. Parking GARAGE on Corey St. CS-40 - ClipperCreek updated J1772 compliant equipment.,13,,1,J-1772
268,17764,Galpin Ford,"15421 Roscoe Blvd Los Angeles, CA 91343",10,,Parking: Free,+1 800-256-7137,"WiFi, Shopping, EV Parking, Restrooms","Open to during business hours. When you turn in you could go forward or to the right, there's more than one charging spot.",28,,5,J-1772
269,177761,Selma Avenue Parking/Charging,"6284 Selma Ave, Los Angeles, CA 90028, USA",2.2,Open 24/7 - Street parking rates apply. No EV curb so likely ICE'd.,Parking: Free,,"Dining, Restrooms, EV Parking, Grocery, Shopping",Curbside charging located eastbound halfway in-between Vine and Argyle.,15,,1,J-1772
270,17915,Westwood Medical Plaza,"10921 Wilshire Blvd Los Angeles, CA 90024",1,,Parking: Pay,,Dining,There are two chargers on the Mezzanine level (P3) of the garage. Enter on Gayley Avenue and go up the ramp... at the top of the ramp (don't exit to the roof)... go left and left... the chargers are on the left.,15,,2,J-1772
271,180064,West Valley Corporate Center Parking,"19808 Prairie St, Chatsworth, CA 91311",10,Open 24/7,Parking: Free,,"Shopping, Dining, Restrooms, EV Parking","Parking structure for the employees and visitors of the West Valley Corporate Center building, and US Immigration Services across the street.",13,,8,J-1772
272,180206,Power Pole ,"311 N Ave 55, Los Angeles, CA 90042, USA",8.4,Open 24/7,Parking: Free,+1 213-367-5228,"Dining, Shopping, Restrooms, EV Parking","Report parking violations to LADOT @ 818-374-4823.
",195,,1,J-1772
273,18042,Natural History Museum of Los Angeles County,"900 Exposition Boulevard, Los Angeles, CA 90007",10,,Parking: Pay,+1 213-763-3466,,"Enter parking from Robertson Ln. Seven Level 2 chargers in parking structure lowest level. $12 to park, free to charge. Also: Staff & security said plugging into 120v is ok. I saw 3 120v outlets on various columns in under ground parking. One on left pillar as you enter underground lot. Second is located on next row of pillars if you drive forward & on backside of pillar. Third, outlet is on south wall just before county vehicle parking spots. Set the amp level to lowest possible to avoid issues.",109,,10,"J-1772, Wall"
274,18046,Cal State Los Angeles - Lot 3,"5151 State University Drive, Los Angeles, California, United States, 90032",10,Open 24/7 - 24 hours daily,Parking: Pay,+1 888-758-4389,,Two stations with 3 cables. Station is at Lot 3 an outdoor lot. Enter through Lot B (no separate entrance!!).,36,,2,J-1772
275,180915,parking Garage,"375 N Crescent Dr, Beverly Hills, CA 90210, United States",,,,,,Parking garage,0,,2,J-1772
276,182015,HollyWest Promenade,"5455 Hollywood Blvd, Los Angeles 90027",10,Open 24/7,Parking: Pay,+1 877-494-3833,"WiFi, Shopping, EV Parking, Lodging, Restrooms, Dining","2 Tesla CHAdeMO adapters available at station.
",147,50 kW,6,"Tesla, CCS/SAE, CHAdeMO"
277,182630,Petersen Automotive Museum,"6060 Wilshire Blvd, Los Angeles, CA 90036",10,,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining",,11,7.2 kW,5,"J-1772, CHAdeMO, CCS/SAE"
278,182763,Los Angeles Francisco Street Supercharger,"899 Francisco St, Los Angeles, CA 90015, USA",3.6,Open 24/7,Parking: Pay,,"Shopping, Lodging, Restrooms, EV Parking, Dining","72 kW Superchargers. The location is valet-only, so there are NO IDLE FEES.",12,72 kW,10,Supercharger
279,18505,Van Nuys FIAT,"5711 Van Nuys Blvd, Van Nuys, CA 91401",9.6,9am to 9pm 7 days,Parking: Free,+1 888-708-6116,"Dining, Shopping, EV Parking, Restrooms",One Dual Charger on pole (two plugs total). Located in the dealership parking lot right next to the service entrance. Prioritized for Fiats.,30,,2,J-1772
280,185387,Hollywest Promenade,"5455 Hollywood Blvd, Los Angeles, CA 90027, United States",10,Open 24/7,Parking: Pay,,"Park, Lodging, Restrooms, EV Parking, Dining, Grocery, Shopping","NOTE: This listing is for the Maven DCFC and the Sema Connect chargers. EVGo DCFC check in is a separate listing. 
",46,50 kW,8,"J-1772, CCS/SAE"
281,185844,5860 Jefferson,"5860 W Jefferson Blvd, Los Angeles, 90016",,,Parking: Free,,EV Parking,Parking lot for nondescript office building.,3,,5,J-1772
282,186364,Banc Of California Stadium Parking,"687 S Hoover St, Los Angeles, CA 90037, USA",,,,,,14 Chargepoint,2,,14,J-1772
283,186763,Van Nuys City Hall,"14410 Sylvan St, Van Nuys, CA 91401",5.8,,Parking: Free,,"Park, Dining, Restrooms, EV Parking, Shopping","There's a Greenlots charger right in front of the Valley Municipal Building. You have to be charging while parked. However, the cord is so short and it's hanging from a tall pole that it won't even reach my car's charging port. Not sure if any car can really charge here. Really bad placement.",6,,1,J-1772
284,187264,ALDI,"14626 W Roscoe Blvd, Panorama City, CA 91402",10,,Parking: Free,,"Grocery, WiFi, EV Parking, Dining, Restrooms, Shopping","Two free charging stations you can just plug into. This location has just opened so it lacks an intercom for when someone ICEs the spots. This location also has spectrum WiFi and the stations are on the east facing side of the building (next to handicap parking). No need to register to use, just plug in.",32,,2,J-1772
285,187577,Beverly Hills City Hall,"455 N Rexford Dr, Beverly Hills, CA 90210",,,Parking: Free,+1 866-816-7584,"EV Parking, Restrooms, Dining, Park, Shopping, WiFi",City of Beverly Hills Parking Lot,1,7 kW,4,J-1772
286,188191,Venice Crossroads,"8985 Venice Blvd, Los Angeles, CA 90034",10,Open 24/7,Parking: Free,+1 877-494-3833,"EV Parking, Shopping, Restrooms, Dining","EVgo Fast chargers are located in front of Mod Pizza, facing Venice Blvd. At the intersection of Culver Blvd and Venice Blvd enter the shopping center with Mod Pizza on the right and Starbucks on the left. Make the first right then another right. Turn left. Chargers are on the right.
",40,50 kW,6,"CCS/SAE, CHAdeMO, Tesla"
287,18829,Grand Promenade,"255 S Grand Ave, Los Angeles, California, United States, 90012",,,,+1 888-758-4389,,Located directly in front of gate in garage parking fee apply,3,,2,J-1772
288,188938,One Westside (top),"11250 W Olympic Blvd, Los Angeles, CA 90064",10,0600-0000,Parking: Free,+1 888-264-2208,"Restrooms, Shopping, WiFi, EV Parking, Dining","Located in front of Marshalls
",25,7.68 kW,2,J-1772
289,18897,Ramada Plaza West Hollywood,"8585 Santa Monica Blvd., West Hollywood, CA, 90069",5.3,,Parking: Pay,+1 310-652-6400,"WiFi, Dining, Shopping, Lodging, EV Parking, Restrooms","Two stations on the first level, one is ADA compliant. Go past these and up the ramp to the second level and there are seven more spaces.",30,,7,J-1772
290,189897,Keyes Hyundai Van Nuys,"5746 Van Nuys Blvd, Van Nuys, CA 91401",,,Parking: Free,,"Dining, EV Parking, Shopping, Restrooms",,2,,1,J-1772
291,190853,The Tower,"10940 Wilshire Boulevard, Los Angeles, CA, 90024",,,,,"Shopping, Dining, EV Parking, Lodging, Restrooms",,0,,2,J-1772
292,191008,YMCA,"1466 S Westgate Ave, Los Angeles, CA 90025, USA",9,5am to 10pm,,,,"Inside of the parking garage - lower level, southwest corner. Need ChargePoint account. Pay parking fee before exiting at machine outside southwest corner, lower level (near chargers).",4,,2,J-1772
