,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType,Lat,Lon,No_of_Visit
97,154284,Maverik,"6527 UT-36, Tooele, UT 84074",10,,Parking: Free,,"Shopping, Restrooms, Dining",On the west side of the Maverik by the picnic benches,22,6.6 - 50 kW,3,"J-1772, CCS/SAE, CHAdeMO",40.6479514,-112.2911765,22
98,154432,Best Western Plus Zion West Hotel,"44 W 500 N, La Verkin, UT 84745, USA",10,,Parking: Free,,"Dining, EV Parking, Restrooms, Lodging, Park, Shopping, Grocery",,9,16 kW,4,Tesla,37.2118497,-113.2724379,9
99,154444,Waldorf Astoria Park City,"2100 Frostwood Dr, Park City, UT 84098, USA",,,Parking: Free,,"Dining, EV Parking, Restrooms, Lodging, Shopping, Park",,2,16 kW,2,Tesla,40.690705,-111.5517257,2
100,154901,USU Kaysville,"80 E Sego Lily Dr, Kaysville, UT 84037, USA",10,Open 24/7,,,Park,"Two free charging spots, no app or registration needed. Just plug in and charge.",19,,2,J-1772,41.022665,-111.940707,19
101,154975,North Salt Lake City Hall,"10 E Center St, North Salt Lake, UT 84054, USA",10,Open 24/7,Parking: Free,+1 801-335-8709,"Restrooms, EV Parking, Dining, Shopping",Two Clipper Creek High Power Chargers at the north end of the parking lot. Each light pole has 110 outlet too. 8KW.,49,,4,"J-1772, Wall",40.8410025,-111.9133621,49
102,155300,My Place Hotel St. George,"1644 S 270 E, St. George, UT 84790",8,Open 24/7,Parking: Free,,"Dining, Lodging, Restrooms, EV Parking, Shopping, WiFi",,10,16 kW,6,"Tesla, J-1772",37.0803252,-113.5805455,10
103,155880,Maverik Gas Station,"1874 W 2700 N, Ogden, UT 84404, United States",1.2,Open 24/7,Parking: Free,,"EV Parking, Shopping, Restrooms, Dining",,100,50 kW,3,"CHAdeMO, CCS/SAE, J-1772",41.3071929,-112.0264898,50
104,15591,Rocky Mountain Power,"1407 W. North Temple, Salt Lake City, Utah, 84116",8,,Parking: Free,,"Shopping, Park, EV Parking, Dining, Restrooms",Chargers are on north side of the parking lot. One-hour parking for QC and four-hour for Level 2. Parking lot is clearly and repeatedly marked as restricted to employees.,81,,9,"J-1772, CHAdeMO, CCS/SAE, Wall",40.7704472,-111.9345753,50
105,156447,Hampton Inn & Suites,"1250 W Sun River Pkwy, St. George, UT 84790",9,Open 24/7,Parking: Free,,"Lodging, Shopping, Restrooms, Dining, EV Parking",Four chargers available for hotel guests. You need to ask a hotel employee to turn on the charger for you.,5,,4,J-1772,37.0301524,-113.6115457,5
106,156449,Popeye's Louisiana Kitchen,"1458 S River Rd, St. George, UT 84790",1,Open 24/7,Parking: Free,,"Restrooms, Dining, WiFi, EV Parking, Shopping","One connection available. Has power, but my LEAF never responds and neither power fault or charging fault indicator illuminate.",7,,1,J-1772,37.0842433,-113.5580712,7
107,156878,Maverik Gas Station,"748 E Main St, Wellsville, UT 84339",10,Open 24/7,Parking: Free,,"Restrooms, Dining, EV Parking, Shopping","DC Fast charger (Combo & CHAdeMO) &
",25,,3,"J-1772, CHAdeMO, CCS/SAE",41.6440997,-111.9157886,25
108,157556,North Branch Weber County Library,"475 East 2600, North Ogden, UT 84414",1,Open 24/7,Parking: Free,,"EV Parking, Park, Restrooms, Dining, Shopping","There are two Tesla Wall Chargers in the front parking lot and two ChargePoint Stations in the rear parking lot where the old skate park used to be.
",10,16 kW,4,"J-1772, Tesla",41.3052018,-111.9677175,10
109,15881,Utah PaperBox,920 South 700 West,8.2,,,,,One level two public charger powered by solar carport. Three private level 2 chargers.,11,,1,J-1772,40.7492189,-111.9152252,11
110,159358,Canyon Country Lodge,"760 E Utah State Hwy 12, Escalante, UT 84726, USA",10,,Parking: Free,,"Restrooms, Dining, Shopping, Park, Lodging, EV Parking",,12,16 kW,5,"J-1772, Tesla",37.7650172,-111.5912134,12
111,159465,Homewood Suites,"132 N Main St, Moab, UT 84532, USA",10,Open 24/7,Parking: Free,,"WiFi, Park, Dining, Restrooms, Lodging, EV Parking, Shopping",Underground garage,22,8 kW,2,"Tesla, J-1772",38.575547,-109.552227,22
112,159820,SLC Airport Economy Parking,"Salt Lake City International Airport, 404 N Terminal Dr, Salt Lake City, UT 84116, United States",8.9,Open 24/7,Parking: Pay,,"Restrooms, Shopping, EV Parking","Free charging in the SLC Airport Economy Lot at bus stop 4. 8 dedicated spaces marked EV only. Free but requires ChargePoint card to activate. Located at Bus Stop 4, immediately to the left after coming through the ticket booth. Canâ€™t miss it!",18,,8,J-1772,40.7755903,-111.9847645,18
113,160271,Tremonton City Offices,"102 S Tremont St Tremonton, UT 84337",10,Open 24/7,Parking: Free,,"Restrooms, Shopping, Park, Dining, EV Parking",Leaders for Clean Air dual station. Two 30A units.,13,,2,J-1772,41.7106372,-112.1687349,13
114,161713,Dinosaur Inn & Suites,"251 E Main St, Vernal, UT 84078",10,Open 24/7,Parking: Free,+1 435-315-0123,"EV Parking, Lodging, Dining, Restrooms, Shopping",http://dinoinn.com,22,,1,J-1772,40.4561774,-109.5259965,22
115,161874,Jordan Valley Hospital West Campus,"Jordan Valley Medical Center West Valley Campus, 3460 S 4155 W, West Valley City, UT 84120, United States",5,Open 24/7 - 3 hour max,,,,Two EV Stations. 30A Legrand units. No cards or apps needed.,17,,1,J-1772,40.6977603,-111.9931018,17
116,162078,Moab City Recreation,"217 E Center St Moab, UT 84532",8.2,Open 24/7,Parking: Free,,"Shopping, Dining, Restrooms, Park, EV Parking",SemaConnect J-1772 station.,19,7.2 kW,10,J-1772,38.5737262,-109.5491008,19
117,162976,US Bank,"170 Main St, Salt Lake City, UT 84101",,,Parking: Pay,,"Park, Lodging, EV Parking, Restrooms, Dining, Shopping",,2,,3,J-1772,40.7653754,-111.893753,2
118,164175,La Quinta Inn & Suites South Jordan,"511 S Jordan Pkwy, South Jordan, UT 84095",10,Open 24/7,Parking: Free,+1 385-448-8000,"Shopping, WiFi, Park, EV Parking, Restrooms, Dining, Lodging",I-15 exit 293. Chargers located in front on the southwest corner of the building. Four J1772 plugs for each of the four designated EV parking spots.,17,,4,J-1772,40.5584727,-111.9079591,17
119,16647,Walgreens,"1171 W. Antelope Dr., Layton, UT, 84041",10,Open 24/7 - daily,Parking: Free,+1 801-614-1302,"Restrooms, Dining, EV Parking, Shopping",,78,7.2 kW,1,J-1772,41.0885534,-111.9893756,50
120,166588,West Jordan Public Works,"7960 S 4000 W, West Jordan, UT 84088, USA",7.9,Open 24/7 - Restrooms available during normal business hours inside the West Jordan Public Works Facility,Parking: Free,,"Park, EV Parking, Restrooms",FAST CHARGER HAS BEEN REPAIRED AND IS AVAILABLE AGAIN. See ChargePoint for fees associated with fast charging. The level 2 chargers are free.,32,,3,"J-1772, CHAdeMO, CCS/SAE",40.6068969,-111.990067,32
121,166983,Park City Mountain,"1345 Lowell Ave, Park City, UT 84060",6.2,Open 24/7,Parking: Pay,,"WiFi, Park, Shopping, Lodging, Restrooms, EV Parking, Dining","In underground parking garage on second floor (Green level). Marker is the entrance of the garage- go up the ramp and turn left to find the charging stations. On parking aisle close to elevators.
",31,,6,J-1772,40.6514013,-111.5100376,31
122,167921,American Preparatory Academy,"12894 Pony Express Rd, Draper, UT 84020, United States",9,,,,EV Parking,Two Tesla chargers and one Siemens J-1772 charger.,4,,3,"Tesla, J-1772",40.516823,-111.8956627,4
123,168157,Moab Springs Ranch,"1266 N Hwy 191, Moab, UT 84532",,Open 24/7,Parking: Free,,"Shopping, Restrooms, Dining, WiFi, Park, Lodging, EV Parking",FOR GUESTS ONLY,2,,1,J-1772,38.5928125,-109.5662327,2
124,168158,Adventure Inn,"512 N Main St, Moab, UT 84532, USA",,Open 24/7,Parking: Free,,"Shopping, WiFi, Park, Restrooms, Lodging, EV Parking, Dining",,2,,1,J-1772,38.5809824,-109.5533545,2
125,168159,ACT Campground,"1536 S Mill Creek Dr, Moab, UT 84532",,Open 24/7,Parking: Pay,,"Restrooms, EV Parking, Park",,3,,1,J-1772,38.5503721,-109.5259884,3
126,168160,Moab Golf Course,"2705 E Bench Rd, Moab, UT 84532",,Open 24/7,Parking: Free,,"Dining, Restrooms, EV Parking, Park, Shopping",,0,,1,J-1772,38.5316619,-109.4887773,0
127,168724,CarMax,"11213 S Jordan Gtwy, South Jordan, UT 84095, United States",,,Parking: Free,,"Restrooms, EV Parking, Shopping","Located in front of building facing I15. Odd placement, hard to get access.",0,,1,J-1772,40.5463848,-111.8997386,0
128,169288,Hogle Zoo - Sunnyside Ave,"2600 Sunnyside Ave S, Salt Lake City, UT 84108",6.4,Open 24/7,Parking: Free,,"Park, Shopping, Dining, Restrooms, EV Parking",Across the main entrance from the zoo. One dual Chargepoint station on the side of the busy road.,11,,1,J-1772,40.7502371,-111.8162868,11
129,169850,Bryce Canyon Inn & Bryce Canyon Coffee Company,"21 N Main St, Tropic, Utah, United States, 84776",10,,Parking: Free,,"Shopping, Restrooms, Lodging, Dining, EV Parking",,14,16 kW,3,"Wall, Tesla",37.6247592,-112.0842565,14
130,169853,University Place,"575 E University Pkwy, Orem, UT 84097",7.9,,Parking: Free,,"Restrooms, EV Parking, Park, Shopping, Dining","Four 40A J1772 and four destination chargers on level 2 of the parking structure located on the northwest, near Macy's.",121,16 kW,8,"J-1772, Tesla",40.2750825,-111.6835841,50
131,169991,Davis Behavioral Health Inc.,"2250 N 1700 W, Layton, UT 84015, United States",9,,Parking: Free,,"Dining, Restrooms, EV Parking, WiFi, Shopping",Located near the south side of building.,8,,2,J-1772,41.092575,-111.9992815,8
132,170762,Instructure,"2100 Pleasant Grove Blvd, Pleasant Grove, UT 84062, USA",10,Open 24/7,Parking: Free,,"Dining, Shopping, Restrooms, EV Parking",Four 30A Leviton stations on a 208V circuit.,19,,2,J-1772,40.3521328,-111.7705072,19
133,170962,Clarion inn and Suites,"58 N 2260 W, Hurricane, UT 84737",,Open 24/7 - 24 hr Access,Parking: Free,+1 435-628-2050,"WiFi, EV Parking, Restrooms, Dining, Lodging","I-15 exit 16. Two Clipper Level 2 Chargers, free for guests.",4,,2,J-1772,37.1770716,-113.3307285,4
134,171263,Nuvi Building,"2801 N Thanksgiving Way, Lehi, UT 84043, United States",9,Open 24/7,Parking: Free,,EV Parking,Southeast corner of Nuvi building - 4 Hour limit,6,,1,J-1772,40.4223388,-111.8856019,6
135,171264,Weave Building,"2701 N Thanksgiving Way, Lehi, UT 84043, United States",9,Open 24/7,,,EV Parking,Weave Building at the Southwest corner - 4 Hour limit,7,,1,J-1772,40.4210012,-111.8839251,7
136,171266,Kiln Building,"2701 N Thanksgiving Way, Lehi, UT 84043, United States",,Open 24/7,,,EV Parking,Kiln Building Southeast corner - 4 hour limit,2,,1,J-1772,40.4210012,-111.8839251,2
137,171769,Wadman Corporation,"2920 S 925 W, Ogden, UT 84401, United States",10,Available after 5pm Monday-Friday and weekends.,,,,Office provided Tesla charger. Usually in use from 7-5 M-F. Available outside the time. Charger in unlocked box next to employee entrance.,23,,1,Tesla,41.2126303,-112.0030105,23
138,171902,The Coffee Depot,"845 US-89, Mt Pleasant, UT 84647",10,Open 24/7,,,"WiFi, Park, Restrooms, Dining","Public charging station hosted by The Coffee Depot. One 32A Clipper Creek station, and one NEMA 14-50 outlet. 
",17,,3,"J-1772, Wall, NEMA 14-50",39.5341739,-111.4593116,17
139,171985,Nissan Dealer - Service Department,"11155 S Jordan Gtwy, South Jordan, UT 84095, United States",9,,Parking: Free,,"Dining, Restrooms, Shopping, EV Parking",Dual charger. No cost.,5,,1,J-1772,40.5503513,-111.9007626,5
140,172213,VIA Motors,"165 Mountain Way Dr, Orem, UT 84058, Ã‰tats-Unis",,,,,,,1,,5,J-1772,40.2937053,-111.7285397,1
141,172507,SLC Parking Garage,"Salt Lake City International Airport, 776 N Terminal Dr, Salt Lake City, UT 84116, United States",5.1,Open 24/7,,,,"Parking Structure level P2, just east of the entrance to Terminal 2 (Delta)
",5,,4,J-1772,40.7866133,-111.9840481,5
142,17397,Smith's Marketplace,"455 500 E, Salt Lake City, UT 84102",10,Open 24/7,Parking: Free,+1 801-328-6000,"Restrooms, Grocery, Shopping, Dining",On Southwest corner of the building near 500 south and 500 east (not the 600 east side).,188,,1,J-1772,40.7593587,-111.8774974,50
143,175462,Comfort Inn & Suites,"940 S Highway 99, Fillmore, UT 84631, United States",9,,,+1 435-743-4334,,,7,,2,Tesla,38.9497845,-112.3491011,7
144,176119,West Stadium Parking Lot,"Marriot Allied Health, 3875 Stadium Way, Ogden, UT 84408, USA",6.9,,,,,,5,,2,J-1772,41.1921949,-111.944103,5
145,176502,Primary Children's Hospital,"100 Mario Capecchi Dr, Salt Lake City, UT 84113",7.8,,Parking: Free,,"WiFi, EV Parking, Restrooms, Dining",ChargePoint,7,,1,J-1772,40.7717633,-111.8411726,7
146,178137,MACU Charging Station,"9886 S Monroe St, Sandy, UT 84070, United States",8.2,Open 24/7,,,,Level one parking structure - nearest to the main doors. When entering the main parking lot it will be to the north.,24,,2,J-1772,40.5711426,-111.8995401,24
147,178595,Nephrology Associates Of Utah,"3702 S State St, Salt Lake City, UT 84115, United States",6.9,,Parking: Free,,"Shopping, EV Parking, Restrooms",There are four SemaConnect chargers. Plugged in and started charging so free for patients I assume.,5,7.2 kW,4,J-1772,40.6907857,-111.8913945,5
148,178694,UPS Distribution Center,"380 S 6400 W, Salt Lake City, UT 84104, United States",,Open 24/7,,,,The chargers are located by the security checkpoint,0,,4,J-1772,40.7587972,-112.0500941,0
149,18035,Comfort Inn,"1070 West 1250 South, Richfield, UT 84701",9,Open 24/7 - 24/7/365,Parking: Free,+1 435-893-0119,"Lodging, Restrooms, EV Parking, Dining, Shopping","In front parking lot, light pole plug with two outlets. Ask front desk to use before using as a paying guest. NOTE: Outlet only gets power as long as light pole is on, so you can only charge at night.",8,10 kW,3,"Tesla, Wall",38.7506886,-112.10614,8
150,181221,Heritage Chrysler Dodge Joop,"647 S Main St, Brigham City, UT 84302, USA",,Open 24/7,Parking: Free,,"EV Parking, Shopping, Restrooms, Dining",A single Aerovironment station on the south side of the building. Ask permission first.,1,,1,J-1772,41.4975807,-112.0177404,1
151,181394,Red Ledges Club,"205 Red Ledges Blvd, Heber City, UT 84032, USA",,,Parking: Free,,"Dining, Restrooms, EV Parking, Lodging",,1,16 kW,2,Tesla,40.5118372,-111.3728762,1
152,184542,Salt Lake Mitsubishi,"3734 State St, Salt Lake City, UT 84115",,9am-8pm M-F,Parking: Free,+1 801-266-3734,"Shopping, EV Parking, WiFi, Restrooms",Mitsubishi Dales & Service,1,,2,J-1772,40.6901797,-111.8915638,1
153,184693,Malouf,"1525 W 2960 S, Logan, UT 84321",,Open 24/7 - 8kw,Parking: Free,,EV Parking,"2 Tesla Destination Chargers are located near the front entrance. 8kw, 40amp @ 210v on 8/19",2,,2,Tesla,41.6799556,-111.8716693,2
154,184827,Ken Garff Volvo,"525 State St, Salt Lake City, UT 84111",,Open 24/7,Parking: Free,+1 801-257-3519,"Shopping, EV Parking, WiFi, Restrooms",For customer use only.,1,,1,J-1772,40.7577103,-111.8898391,1
155,185956,Davis True Value & Grocery Store,"465 N State St, La Verkin, UT 84745, USA",9.6,6am-11pm,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",Free Charging for grocery store or hardware store customers 2 parking spots,10,,2,J-1772,37.209648,-113.2765986,10
156,187254,Lifetime Products (Freeport Center),"11 E St, Clearfield, UT 84015, United States",9,6pm - 6am (Priority to employees of Lifetime Products),,,,Priority to employees of Lifetime Products,6,,2,"Tesla, J-1772",41.0987069,-112.0309053,6
157,187755,Rowland Hall Soccer Fields,"1549-1593 E Sunnyside Ave, Salt Lake City, UT 84102",6.9,,Parking: Free,,"Park, Restrooms, EV Parking","Two Level 2 Chargers. Free. Sponsored by Leaders for Clean Air. On Rowland Hall property but should be available during school hours.
",8,,1,J-1772,40.7507912,-111.8518663,8
158,189222,Mountain Dell Golf Course,"Uinta-Wasatch-Cache Forest, Salt Lake City, UT 84109",,,,,,Dual-port Level 2 ChargePoint charger (two parking spaces). Four hour parking time limit. No user fees.,1,,1,J-1772,40.5915026,-111.9316583,1
159,189223,Regional Athletic Complex,"2350 Rose Park Ln, Salt Lake City, UT 84116",,Limited hours and seasonal availability: April - Oct (Lot Open 8 am - 10 pm); Nov - Mar (Lot Closed),,,"EV Parking, Restrooms",Dual-port Level 2 ChargePoint charger (two parking spaces). Three hour parking time limit. No user fees. Limited hours and seasonal availability: April - Oct (Lot Open 8 am - 10 pm); Nov - Mar (Lot Closed),2,,1,J-1772,40.8213695,-111.9490582,2
160,189227,Southeast of Leonardo (Level 2),"255 East 500 South, Salt Lake City, UT 84111",9,Open 24/7,,,"Shopping, Park, EV Parking, Restrooms, Dining",There are two separate dual-port Level 2 ChargePoint chargers at this site (four total parking spaces). Two hour parking time limit. No user fees or parking meter fees if plugged in. There is also a Level 3 / fast-charge ABB charger (fees apply) next to the four Level 2 charging ports.,7,,2,J-1772,40.758591,-111.886097,7
161,189817,Kamas Valley Branch Library,"110 N Main St, Kamas, UT 84036",9,,Parking: Free,,"EV Parking, Restrooms, Shopping, Dining",The charger is located in the east parking lot.,4,,2,J-1772,40.6450629,-111.2825289,4
162,189821,Blue Square Apartments,"1111 N 800 E, Logan, UT 84341",,,Parking: Free,,"Dining, Park, EV Parking, Restrooms",,1,,2,J-1772,41.7514497,-111.8168528,1
163,190292,Hyatt House,"544 W Pleasant Grove Blvd, Pleasant Grove, UT 84062, United States",7.9,,,,,"4 40amp J1772's in front of 5 parking stalls. There are no markings or signs designating these spots for EVs only, so ICEing is very possible.",15,,4,J-1772,40.3577883,-111.7665014,15
164,190377,the Parking Spot,"121 S 2400 W, Salt Lake City, UT 84116, United States",,Open 24/7,,+1 801-364-0089,,Airport offsite parking,1,,9,"J-1772, Wall",40.7673018,-111.9600197,1
165,190384,Park and Ride,"2402 Kilby Rd, Park City, UT 84098, United States",,Open 24/7,,,,"Map not updated but there is a large park and ride lot now in this spot. 4 posts, each with 2 plugs. 8 total chargers. Each charger is 30amps at 240v (7.2kW max). 
",2,,4,J-1772,40.7368539,-111.5584074,2
166,190564,Rocky Mountain Power,"400 N 1st W St, Moab, UT 84532, USA",10,Open 24/7,Parking: Free,,"Park, Dining, Shopping, Restrooms, EV Parking","In rocky mountain parking lot.
",43,6.6 - 50 kW,3,"J-1772, CHAdeMO, CCS/SAE",38.5779049,-109.5554119,43
167,191783,Worldmark Bear Lake,"849 Harbor Village W Dr, Garden City, UT 84028, USA",5.8,,,+1 435-946-3625,,At office,5,,1,J-1772,41.9617037,-111.4051261,5
168,192084,Karl Malone Mitsubishi,"10736 State St, Sandy, UT 84070",,Open 24/7,Parking: Free,,"Dining, Restrooms, Shopping, EV Parking",Right next to the Karl Malone Building close to the glass doors.,0,,1,J-1772,40.556818,-111.8941722,0
169,192145,Ken Garff Ford,"4091 W 3500 S, West Valley City, UT 84120, United States",,7am-9pm Monday-Saturday,,,"WiFi, Restrooms",New/Used Ford Dealership,1,,1,J-1772,40.694704,-111.99082,1
170,19220,Ken Garff Nissan,"615 W. Riverdale Rd., Riverdale, UT, 84405",9.6,Dealer hours: Mon. - Sat.: 9 a.m. - 8 p.m.,Parking: Free,+1 866-320-6674,"Dining, EV Parking, Restrooms, Shopping","Quick charger is located separate from the 2 EV plugs, near the back of the building. New EV plug in back of the building.",383,50 kW,5,"J-1772, CHAdeMO, CCS/SAE",41.179894,-111.9958962,50
171,192246,Audi Of Lehi,"3455 Digital Dr, Lehi, UT 84043",3.4,,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining","Restricted 25kw ""fast charger""",7,25 kW,2,"CCS/SAE, J-1772",40.4309751,-111.8895144,7
172,192673,Weber County Library Headquarters,"2038 W 4000 S, Roy, UT 84067, United States",,,,+1 801-337-2670,,,3,,4,"Tesla, J-1772",41.1895016,-112.0316858,3
173,192883,La Quinta,"465 S 100 E, Kanab, UT 84741, USA",10,,Parking: Free,,"Park, WiFi, Shopping, Restrooms, EV Parking, Lodging, Dining",,16,16 kW,4,Tesla,37.0405583,-112.5276679,16
174,194063,Sandy City Hall,"10000 Centennial Pkwy, Sandy, UT 84070",7,Open 24/7,Parking: Free,,"WiFi, Grocery, Shopping, Dining, Restrooms, Lodging, EV Parking",There are 3 DC Fast Chargers (50 kW) and 10 Level 2 chargers at the Sandy City Hall available to the public. Just across the street from the Hale Center Theater.,48,62.5 kW,13,"J-1772, CCS/SAE, CHAdeMO",40.5702921,-111.8973284,48
175,194207,Summit Vista,"3390 West Signal Peak Drive, Taylorsville, UT 84129, USA",,,,,,Evgateway,1,,4,J-1772,40.641463,-111.974089,1
176,194246,Utah Valley Hospital,"1034 N 500 W, Provo, UT 84604",9,,Parking: Free,,"Shopping, Dining, EV Parking, Restrooms","Two Leviton 30 A J1772 located in the Valley Parking lot ,south side.",9,,1,J-1772,40.2481032,-111.6680558,9
177,194314,Sandy City Amphitheater,"1245 9400 S, Sandy, UT 84094, USA",,Open 24/7,,,"Restrooms, Park","Five Chargepoint CT4023-GW1 Dual outlet AC chargers. These chargers are rated at 6.6kW each and are NOT FREE of charge. Located in the upper parking lot, east of the amphitheater itself.",1,,5,J-1772,40.5813734,-111.8576086,1
178,194318,"City Center, floor M","213 Civic Center Dr, Sandy, UT 84070, USA",,,,,"EV Parking, WiFi, Restrooms, Park",,0,,2,J-1772,40.5718258,-111.8971532,0
179,194319,Sandy Public works,"8775 700 W, Sandy, UT 84070, USA",,Open 24/7,,,"Restrooms, EV Parking, WiFi",Two Chargepoint CT4023-GW1 Dual outlet AC chargers. These chargers are rated at 6.6kW each and are free of charge.,2,,2,J-1772,40.592475,-111.910974,2
180,194320,Sandy city golf course,"9220 Jordan Oaks Dr S, Sandy, UT 84070, USA",,,,,"EV Parking, Restrooms, Dining, WiFi, Park",Two Chargepoint CT4023-GW1 Dual outlet AC chargers. These chargers are rated at 6.6kW each and are free of charge.,0,,3,J-1772,40.582432,-111.918175,0
181,195015,Canyon Park Tech Center - Building M,"701 Timpanogos Pkwy, Orem, UT 84097, United States",,Open 24/7,Parking: Free,,"EV Parking, Restrooms, Dining",Four plugs for J1772 for employees but you can probably get away with charging here outside of normal weekday business hours. By building M and outdoor rec area. Right by UVU culinary schoolâ€™s restaurant which is open to public.,2,,4,J-1772,40.3234947,-111.680849,2
182,195214,Rocky Mountain Power,"1438 west 2550 South St, Ogden, UT 84401",2.5,Open 24/7,,,,Rocky Mountain Power has a Dual CCS/Chademo 25KW DC Fastcharger and 4 Level 2 chargers available to the public.,62,50 kW,6,"J-1772, CCS/SAE, CHAdeMO",41.2201077,-112.0160871,50
183,195217,Rocky Mountain Power,"635 N. 1200 W. Layton, Ut 84041",10,Open 24/7,Parking: Free,,EV Parking,"Rocky Mountain Power has a Delta dual CCS/CHAdeMo 25KW Fast Charger, and (4) Level 2 chargers available to the public free of charge. Please be courteous and re-coil your cord after use for extended life with them.",169,25 kW,6,"J-1772, CCS/SAE, CHAdeMO",41.0691133,-111.9907263,50
184,195218,Rocky Mountain Power,"2011 UT-10, Price, UT 84501, USA",9,Open 24/7,Parking: Free,,EV Parking,"Rocky Mountain Power has a Dual CCS/CHAdeMO 25KW Fast Charger and 2 Level 2 chargers available to the public.
",48,50 kW,4,"J-1772, CCS/SAE, CHAdeMO",39.5714071,-110.8175788,48
185,195518,EMI Health,"5101 S Commerce Dr, Murray, UT 84107",,,Parking: Free,,"Restrooms, EV Parking",Paid chargepoint station at EMI Health parking lot. On the east side.,2,,4,J-1772,40.660437,-111.9007649,2
186,195635,Staybridge Suites,"1301 Sunland Dr, St. George, UT 84790, USA",6.4,,Parking: Free,,"WiFi, Shopping, Lodging, Restrooms, Dining, EV Parking",I-15 exit 6.,7,7.2 kW,6,J-1772,37.0857816,-113.5816936,7
187,195780,Rocky Mountain Power,"2545 North Pony Express Pkwy, Eagle Mountain UT 84005",10,Open 24/7,Parking: Free,,EV Parking,A 25 kWh dual CHADeMO/CCS Fast Charger plus a Clipper Creek dual plug Level 2 charger. The J-1772 charger is free to use.,17,50 kW,4,"J-1772, CCS/SAE, CHAdeMO",40.2833504,-112.0181518,17
188,195906,Moroni Middle School,"655 E 100 S St, Moroni, UT 84646, USA",,,,,,"Siemens 30A charging station on the east side of the school. Not sure about access restrictions, ask at the front? Not signed, may be blocked by ICE vehicles.
",1,,1,J-1772,39.5222171,-111.5707279,1
189,195913,Alpine School District,"550 N 100 E, American Fork, UT 84003, USA",10,,,,,Two free level 2 chargers in the parking lot south of the building.,12,,1,J-1772,40.388031,-111.798719,12
190,196557,SUMMIT HEALTH COALVILLE QC,"60 N Main St Coalville, UT",9,Open 24/7,Parking: Free,,"WiFi, Park, Lodging, Dining, Restrooms, EV Parking",Two CT4027-GW1 Dual head Chargepoint level two chargers. There is also a CPE250 50kW CHAdeMO / CCS SAE fast charger on the east side of the lot. As of now there is no cost for charging.,5,62.5 kW,4,"CCS/SAE, CHAdeMO, J-1772",40.9181428,-111.4009975,5
191,196820,Stein Eriksen Residences,"Deer Valley Ski Area, 6801 Stein Cir, Park City, UT 84060, United States",,,,,,"Four chargers in garage, valet only",1,,4,J-1772,40.63738,-111.4805,1
192,197711,Granite School District Printing Service Building,"2468 S State St, Salt Lake City, UT 84115, United States",,,,,,Located on the south side of the building,0,,1,J-1772,40.7172224,-111.8909745,0
193,197827,The Exchange,"132 14075 S, Draper, UT 84020, USA",7.4,,,,,One Clipper Creek charger with 2 plugs. At NW corner of building.,4,,1,J-1772,40.4950794,-111.8894197,4
194,197940,Summit County Health,"650 Round Valley Dr, Park City, UT 84060, United States",,Open 24/7,,,,"Two ChargePoint pedestals, each with two J1772 handles. 6.6kW max per pedestal, shared between the two handles. 30amps at 208v. 
",3,,2,J-1772,40.6839707,-111.4691415,3
195,198021,420 East South Temple,"420 E S Temple, Salt Lake City, UT 84111, USA",10,,Parking: Free,,"Restrooms, Dining, Shopping, EV Parking",,18,7.2 kW,4,J-1772,40.7687979,-111.8810839,18
196,198094,Lone Peak Building ,"11781 S Lone Peak Pkwy, Draper, UT 84020, United States",10,Open 24/7 - They donâ€™t seem to shut off or restrict access or times at this location. Who knows how long this will stay this way. However this is in a business center so it will be packed during the work week.,Parking: Free,,EV Parking,Four Tesla High power wall chargers - 48A and four ChargePoint stations 6.6kW,11,,8,"J-1772, Tesla",40.5374848,-111.8984573,11
197,198355,Rocky Mountain Power,"555 N Main St, Tooele, UT 84074, USA",10,Open 24/7,Parking: Free,,EV Parking,Rocky Mountain Power has a Dual CCS/CHAdeMO 25KW Fast Charger and 2 Level 2 chargers available to the public.,30,50 kW,4,"J-1772, CCS/SAE, CHAdeMO",40.5418486,-112.3010907,30
198,200389,Harley Davidson of Salt Lake City,"2928 State St, South Salt Lake, UT 84115",8,Open 24/7 - 24/7,Parking: Free,+1 801-487-4647,"Shopping, EV Parking, Restrooms",,14,25 kW,4,"J-1772, CCS/SAE",40.7075943,-111.8913775,14
199,200981,Partyland,"565 N Main St, Springville, UT 84663, USA",,Mon-Sat 9am-8pm only,,,,"One charge port and one stall, located at back of shop. Owner has an EV, which is why a charger is here. Don't count on being able to use it, but it may be available during business hours if you ask politely. (Owner does not want anyone on the property outside of business hours.)",1,,1,J-1772,40.1745568,-111.6132566,1
200,200988,"UVU West, Employee Lot W2","1518 1000 S, Orem, UT 84058, USA",9,,,,,"One dual-port Chargepoint charger. Free to use, and no parking permit required when charging (3 hour limit).",4,,2,J-1772,40.2791231,-111.7325921,4
201,201466,Utah State University - Life Sciences Building,575 North 975 East,,,,,"EV Parking, Lodging, Dining, Restrooms, Grocery, Shopping, WiFi, Park",,0,,2,J-1772,40.7765935,-111.8210749,0
